date,month_year,airport_group,airport,total_passengers,terminal_passengers,transit_passengers
2021-07-01,July 2021,Other UK Airports,ABERDEEN,101799,101799,0
2021-07-01,July 2021,Non UK Reporting Airports,ALDERNEY,4783,4783,0
2021-07-01,July 2021,Other UK Airports,BARRA,1448,1448,0
2021-07-01,July 2021,Other UK Airports,BELFAST CITY (GEORGE BEST),97626,97626,0
2021-07-01,July 2021,Other UK Airports,BELFAST INTERNATIONAL,275310,275270,40
2021-07-01,July 2021,Other UK Airports,BENBECULA,2747,2684,63
2021-07-01,July 2021,Other UK Airports,BIGGIN HILL,207,207,0
2021-07-01,July 2021,Other UK Airports,BIRMINGHAM,205113,203642,1471
2021-07-01,July 2021,Other UK Airports,BLACKPOOL,0,0,0
2021-07-01,July 2021,Other UK Airports,BOURNEMOUTH,18183,18172,11
2021-07-01,July 2021,Other UK Airports,BRISTOL,183068,182464,604
2021-07-01,July 2021,Other UK Airports,CAMPBELTOWN,463,463,0
2021-07-01,July 2021,Other UK Airports,CARDIFF WALES,10462,10169,293
2021-07-01,July 2021,Other UK Airports,CITY OF DERRY (EGLINTON),9330,9330,0
2021-07-01,July 2021,Other UK Airports,DONCASTER SHEFFIELD,18655,18655,0
2021-07-01,July 2021,Other UK Airports,DUNDEE,2756,2756,0
2021-07-01,July 2021,Other UK Airports,EAST MIDLANDS INTERNATIONAL,75278,74487,791
2021-07-01,July 2021,Other UK Airports,EDINBURGH,269306,269306,0
2021-07-01,July 2021,Other UK Airports,EXETER,13510,13493,17
2021-07-01,July 2021,London Area Airports,GATWICK,494635,494633,2
2021-07-01,July 2021,Other UK Airports,GLASGOW,200667,200334,333
2021-07-01,July 2021,Non UK Reporting Airports,GUERNSEY,26775,26775,0
2021-07-01,July 2021,London Area Airports,HEATHROW,1510623,1510623,0
2021-07-01,July 2021,Other UK Airports,HUMBERSIDE,2858,2858,0
2021-07-01,July 2021,Other UK Airports,INVERNESS,48397,48355,42
2021-07-01,July 2021,Other UK Airports,ISLAY,1440,1425,15
2021-07-01,July 2021,Non UK Reporting Airports,ISLE OF MAN,15217,15217,0
2021-07-01,July 2021,Other UK Airports,ISLES OF SCILLY (ST.MARYS),12337,12337,0
2021-07-01,July 2021,Non UK Reporting Airports,JERSEY,80001,80001,0
2021-07-01,July 2021,Other UK Airports,KIRKWALL,9401,8475,926
2021-07-01,July 2021,Other UK Airports,LANDS END (ST JUST),8628,8595,33
2021-07-01,July 2021,Other UK Airports,LEEDS BRADFORD,67156,66096,1060
2021-07-01,July 2021,Other UK Airports,LERWICK (TINGWALL),243,243,0
2021-07-01,July 2021,Other UK Airports,LIVERPOOL (JOHN LENNON),116983,116983,0
2021-07-01,July 2021,London Area Airports,LONDON CITY,53898,53898,0
2021-07-01,July 2021,London Area Airports,LUTON,419527,419425,102
2021-07-01,July 2021,Other UK Airports,LYDD,31,31,0
2021-07-01,July 2021,Other UK Airports,MANCHESTER,447973,447673,300
2021-07-01,July 2021,Other UK Airports,NEWCASTLE,83539,83216,323
2021-07-01,July 2021,Other UK Airports,NEWQUAY,23265,23253,12
2021-07-01,July 2021,Other UK Airports,NORWICH,12670,12670,0
2021-07-01,July 2021,Other UK Airports,OXFORD (KIDLINGTON),50,50,0
2021-07-01,July 2021,Other UK Airports,PRESTWICK,7126,7126,0
2021-07-01,July 2021,Other UK Airports,SOUTHAMPTON,28293,28293,0
2021-07-01,July 2021,London Area Airports,SOUTHEND,14479,14479,0
2021-07-01,July 2021,London Area Airports,STANSTED,692910,691728,1182
2021-07-01,July 2021,Other UK Airports,STORNOWAY,7768,7569,199
2021-07-01,July 2021,Other UK Airports,SUMBURGH,18160,18032,128
2021-07-01,July 2021,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,10541,9390,1151
2021-07-01,July 2021,Other UK Airports,TIREE,1399,1354,45
2021-08-01,August 2021,Other UK Airports,ABERDEEN,119572,119572,0
2021-08-01,August 2021,Non UK Reporting Airports,ALDERNEY,5767,5767,0
2021-08-01,August 2021,Other UK Airports,BARRA,1518,1518,0
2021-08-01,August 2021,Other UK Airports,BELFAST CITY (GEORGE BEST),124156,124156,0
2021-08-01,August 2021,Other UK Airports,BELFAST INTERNATIONAL,343462,343112,350
2021-08-01,August 2021,Other UK Airports,BENBECULA,2442,2409,33
2021-08-01,August 2021,Other UK Airports,BIGGIN HILL,563,563,0
2021-08-01,August 2021,Other UK Airports,BIRMINGHAM,392166,389029,3137
2021-08-01,August 2021,Other UK Airports,BLACKPOOL,0,0,0
2021-08-01,August 2021,Other UK Airports,BOURNEMOUTH,38489,38489,0
2021-08-01,August 2021,Other UK Airports,BRISTOL,332387,331842,545
2021-08-01,August 2021,Other UK Airports,CAMPBELTOWN,508,508,0
2021-08-01,August 2021,Other UK Airports,CARDIFF WALES,18099,17724,375
2021-08-01,August 2021,Other UK Airports,CITY OF DERRY (EGLINTON),10719,10719,0
2021-08-01,August 2021,Other UK Airports,DONCASTER SHEFFIELD,58696,58635,61
2021-08-01,August 2021,Other UK Airports,DUNDEE,2885,2885,0
2021-08-01,August 2021,Other UK Airports,EAST MIDLANDS INTERNATIONAL,159732,156546,3186
2021-08-01,August 2021,Other UK Airports,EDINBURGH,380847,380583,264
2021-08-01,August 2021,Other UK Airports,EXETER,19024,19024,0
2021-08-01,August 2021,London Area Airports,GATWICK,1023222,1022985,237
2021-08-01,August 2021,Other UK Airports,GLASGOW,251995,251537,458
2021-08-01,August 2021,Non UK Reporting Airports,GUERNSEY,37132,37120,12
2021-08-01,August 2021,London Area Airports,HEATHROW,2232752,2232284,468
2021-08-01,August 2021,Other UK Airports,HUMBERSIDE,3740,3740,0
2021-08-01,August 2021,Other UK Airports,INVERNESS,60711,60711,0
2021-08-01,August 2021,Other UK Airports,ISLAY,1683,1673,10
2021-08-01,August 2021,Non UK Reporting Airports,ISLE OF MAN,22933,22933,0
2021-08-01,August 2021,Other UK Airports,ISLES OF SCILLY (ST.MARYS),12073,12073,0
2021-08-01,August 2021,Non UK Reporting Airports,JERSEY,121316,121316,0
2021-08-01,August 2021,Other UK Airports,KIRKWALL,10146,9428,718
2021-08-01,August 2021,Other UK Airports,LANDS END (ST JUST),8510,8463,47
2021-08-01,August 2021,Other UK Airports,LEEDS BRADFORD,134053,130956,3097
2021-08-01,August 2021,Other UK Airports,LERWICK (TINGWALL),342,342,0
2021-08-01,August 2021,Other UK Airports,LIVERPOOL (JOHN LENNON),203779,203779,0
2021-08-01,August 2021,London Area Airports,LONDON CITY,86583,86583,0
2021-08-01,August 2021,London Area Airports,LUTON,772808,772528,280
2021-08-01,August 2021,Other UK Airports,MANCHESTER,865320,864534,786
2021-08-01,August 2021,Other UK Airports,NEWCASTLE,148212,147008,1204
2021-08-01,August 2021,Other UK Airports,NEWQUAY,29110,29092,18
2021-08-01,August 2021,Other UK Airports,NORWICH,14299,14299,0
2021-08-01,August 2021,Other UK Airports,OXFORD (KIDLINGTON),247,247,0
2021-08-01,August 2021,Other UK Airports,PRESTWICK,12031,12031,0
2021-08-01,August 2021,Other UK Airports,SOUTHAMPTON,40745,40745,0
2021-08-01,August 2021,London Area Airports,SOUTHEND,26675,26675,0
2021-08-01,August 2021,London Area Airports,STANSTED,1143922,1143232,690
2021-08-01,August 2021,Other UK Airports,STORNOWAY,7726,7548,178
2021-08-01,August 2021,Other UK Airports,SUMBURGH,19909,19898,11
2021-08-01,August 2021,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,12822,11756,1066
2021-08-01,August 2021,Other UK Airports,TIREE,1349,1339,10
2021-09-01,September 2021,Other UK Airports,ABERDEEN,126394,126394,0
2021-09-01,September 2021,Non UK Reporting Airports,ALDERNEY,5139,5139,0
2021-09-01,September 2021,Other UK Airports,BARRA,1206,1206,0
2021-09-01,September 2021,Other UK Airports,BELFAST CITY (GEORGE BEST),101343,101343,0
2021-09-01,September 2021,Other UK Airports,BELFAST INTERNATIONAL,312091,311344,747
2021-09-01,September 2021,Other UK Airports,BENBECULA,2284,2270,14
2021-09-01,September 2021,Other UK Airports,BIGGIN HILL,269,269,0
2021-09-01,September 2021,Other UK Airports,BIRMINGHAM,409568,409305,263
2021-09-01,September 2021,Other UK Airports,BLACKPOOL,0,0,0
2021-09-01,September 2021,Other UK Airports,BOURNEMOUTH,38201,38201,0
2021-09-01,September 2021,Other UK Airports,BRISTOL,369448,369204,244
2021-09-01,September 2021,Other UK Airports,CAMPBELTOWN,439,432,7
2021-09-01,September 2021,Other UK Airports,CARDIFF WALES,24003,23907,96
2021-09-01,September 2021,Other UK Airports,CITY OF DERRY (EGLINTON),7630,7630,0
2021-09-01,September 2021,Other UK Airports,DONCASTER SHEFFIELD,55099,54997,102
2021-09-01,September 2021,Other UK Airports,DUNDEE,2613,2613,0
2021-09-01,September 2021,Other UK Airports,EAST MIDLANDS INTERNATIONAL,168247,168247,0
2021-09-01,September 2021,Other UK Airports,EDINBURGH,458307,457324,983
2021-09-01,September 2021,Other UK Airports,EXETER,20731,20731,0
2021-09-01,September 2021,London Area Airports,GATWICK,1033092,1032281,811
2021-09-01,September 2021,Other UK Airports,GLASGOW,303714,303385,329
2021-09-01,September 2021,Non UK Reporting Airports,GUERNSEY,38934,38934,0
2021-09-01,September 2021,London Area Airports,HEATHROW,2571198,2571017,181
2021-09-01,September 2021,Other UK Airports,HUMBERSIDE,3877,3877,0
2021-09-01,September 2021,Other UK Airports,INVERNESS,55619,55619,0
2021-09-01,September 2021,Other UK Airports,ISLAY,1811,1792,19
2021-09-01,September 2021,Non UK Reporting Airports,ISLE OF MAN,24856,24856,0
2021-09-01,September 2021,Other UK Airports,ISLES OF SCILLY (ST.MARYS),9871,9871,0
2021-09-01,September 2021,Non UK Reporting Airports,JERSEY,114686,114682,4
2021-09-01,September 2021,Other UK Airports,KIRKWALL,9849,9177,672
2021-09-01,September 2021,Other UK Airports,LANDS END (ST JUST),7213,7213,0
2021-09-01,September 2021,Other UK Airports,LEEDS BRADFORD,146750,146750,0
2021-09-01,September 2021,Other UK Airports,LERWICK (TINGWALL),294,294,0
2021-09-01,September 2021,Other UK Airports,LIVERPOOL (JOHN LENNON),189022,189022,0
2021-09-01,September 2021,London Area Airports,LONDON CITY,121602,121602,0
2021-09-01,September 2021,London Area Airports,LUTON,697931,697300,631
2021-09-01,September 2021,Other UK Airports,MANCHESTER,974924,974781,143
2021-09-01,September 2021,Other UK Airports,NEWCASTLE,179488,179240,248
2021-09-01,September 2021,Other UK Airports,NEWQUAY,16659,16659,0
2021-09-01,September 2021,Other UK Airports,NORWICH,15577,15577,0
2021-09-01,September 2021,Other UK Airports,OXFORD (KIDLINGTON),50,50,0
2021-09-01,September 2021,Other UK Airports,PRESTWICK,16303,16303,0
2021-09-01,September 2021,Other UK Airports,SOUTHAMPTON,42152,42152,0
2021-09-01,September 2021,London Area Airports,SOUTHEND,23581,23581,0
2021-09-01,September 2021,London Area Airports,STANSTED,1116992,1116585,407
2021-09-01,September 2021,Other UK Airports,STORNOWAY,7531,7392,139
2021-09-01,September 2021,Other UK Airports,SUMBURGH,19475,19401,74
2021-09-01,September 2021,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,11172,10610,562
2021-09-01,September 2021,Other UK Airports,TIREE,1065,1035,30
2021-09-01,September 2021,Other UK Airports,WICK JOHN O GROATS,18,0,18
2021-10-01,October 2021,Other UK Airports,ABERDEEN,139315,139315,0
2021-10-01,October 2021,Non UK Reporting Airports,ALDERNEY,4666,4666,0
2021-10-01,October 2021,Other UK Airports,BARRA,928,928,0
2021-10-01,October 2021,Other UK Airports,BELFAST CITY (GEORGE BEST),111897,111897,0
2021-10-01,October 2021,Other UK Airports,BELFAST INTERNATIONAL,371310,371310,0
2021-10-01,October 2021,Other UK Airports,BENBECULA,2459,2459,0
2021-10-01,October 2021,Other UK Airports,BIGGIN HILL,331,331,0
2021-10-01,October 2021,Other UK Airports,BIRMINGHAM,502285,501961,324
2021-10-01,October 2021,Other UK Airports,BLACKPOOL,0,0,0
2021-10-01,October 2021,Other UK Airports,BOURNEMOUTH,47422,47281,141
2021-10-01,October 2021,Other UK Airports,BRISTOL,446082,445796,286
2021-10-01,October 2021,Other UK Airports,CAMPBELTOWN,33,33,0
2021-10-01,October 2021,Other UK Airports,CARDIFF WALES,24712,24571,141
2021-10-01,October 2021,Other UK Airports,CITY OF DERRY (EGLINTON),7752,7752,0
2021-10-01,October 2021,Other UK Airports,DONCASTER SHEFFIELD,61181,61181,0
2021-10-01,October 2021,Other UK Airports,DUNDEE,2912,2912,0
2021-10-01,October 2021,Other UK Airports,EAST MIDLANDS INTERNATIONAL,212960,212879,81
2021-10-01,October 2021,Other UK Airports,EDINBURGH,587376,587277,99
2021-10-01,October 2021,Other UK Airports,EXETER,25301,25301,0
2021-10-01,October 2021,London Area Airports,GATWICK,1131302,1131190,112
2021-10-01,October 2021,Other UK Airports,GLASGOW,386666,386349,317
2021-10-01,October 2021,Other UK Airports,GLOUCESTERSHIRE,0,0,0
2021-10-01,October 2021,Non UK Reporting Airports,GUERNSEY,46272,46220,52
2021-10-01,October 2021,London Area Airports,HEATHROW,3043580,3043258,322
2021-10-01,October 2021,Other UK Airports,HUMBERSIDE,3315,3315,0
2021-10-01,October 2021,Other UK Airports,INVERNESS,59900,59900,0
2021-10-01,October 2021,Other UK Airports,ISLAY,2037,2029,8
2021-10-01,October 2021,Non UK Reporting Airports,ISLE OF MAN,33129,33129,0
2021-10-01,October 2021,Other UK Airports,ISLES OF SCILLY (ST.MARYS),8688,8688,0
2021-10-01,October 2021,Non UK Reporting Airports,JERSEY,111471,111459,12
2021-10-01,October 2021,Other UK Airports,KIRKWALL,10510,9560,950
2021-10-01,October 2021,Other UK Airports,LANDS END (ST JUST),6540,6540,0
2021-10-01,October 2021,Other UK Airports,LEEDS BRADFORD,177258,177168,90
2021-10-01,October 2021,Other UK Airports,LERWICK (TINGWALL),267,267,0
2021-10-01,October 2021,Other UK Airports,LIVERPOOL (JOHN LENNON),216899,216899,0
2021-10-01,October 2021,London Area Airports,LONDON CITY,148889,148889,0
2021-10-01,October 2021,London Area Airports,LUTON,766115,766115,0
2021-10-01,October 2021,Other UK Airports,MANCHESTER,1202621,1202502,119
2021-10-01,October 2021,Other UK Airports,NEWCASTLE,224517,224371,146
2021-10-01,October 2021,Other UK Airports,NEWQUAY,12873,12828,45
2021-10-01,October 2021,Other UK Airports,NORWICH,15857,15857,0
2021-10-01,October 2021,Other UK Airports,OXFORD (KIDLINGTON),0,0,0
2021-10-01,October 2021,Other UK Airports,PRESTWICK,19054,18820,234
2021-10-01,October 2021,Other UK Airports,SOUTHAMPTON,44204,44204,0
2021-10-01,October 2021,London Area Airports,SOUTHEND,24555,24555,0
2021-10-01,October 2021,London Area Airports,STANSTED,1340168,1340097,71
2021-10-01,October 2021,Other UK Airports,STORNOWAY,8144,8005,139
2021-10-01,October 2021,Other UK Airports,SUMBURGH,19844,19748,96
2021-10-01,October 2021,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,12210,11810,400
2021-10-01,October 2021,Other UK Airports,TIREE,916,906,10
2021-11-01,November 2021,Other UK Airports,ABERDEEN,117677,117677,0
2021-11-01,November 2021,Non UK Reporting Airports,ALDERNEY,3417,3417,0
2021-11-01,November 2021,Other UK Airports,BARRA,570,570,0
2021-11-01,November 2021,Other UK Airports,BELFAST CITY (GEORGE BEST),97699,97699,0
2021-11-01,November 2021,Other UK Airports,BELFAST INTERNATIONAL,297082,297082,0
2021-11-01,November 2021,Other UK Airports,BENBECULA,1925,1925,0
2021-11-01,November 2021,Other UK Airports,BIGGIN HILL,100,100,0
2021-11-01,November 2021,Other UK Airports,BIRMINGHAM,397637,397428,209
2021-11-01,November 2021,Other UK Airports,BLACKPOOL,0,0,0
2021-11-01,November 2021,Other UK Airports,BOURNEMOUTH,26823,26823,0
2021-11-01,November 2021,Other UK Airports,BRISTOL,313885,313885,0
2021-11-01,November 2021,Other UK Airports,CAMPBELTOWN,196,185,11
2021-11-01,November 2021,Other UK Airports,CARDIFF WALES,21426,21330,96
2021-11-01,November 2021,Other UK Airports,CITY OF DERRY (EGLINTON),6938,6938,0
2021-11-01,November 2021,Other UK Airports,DONCASTER SHEFFIELD,36880,36880,0
2021-11-01,November 2021,Other UK Airports,DUNDEE,2524,2524,0
2021-11-01,November 2021,Other UK Airports,EAST MIDLANDS INTERNATIONAL,111885,111885,0
2021-11-01,November 2021,Other UK Airports,EDINBURGH,518700,518700,0
2021-11-01,November 2021,Other UK Airports,EXETER,16927,16927,0
2021-11-01,November 2021,London Area Airports,GATWICK,970267,970267,0
2021-11-01,November 2021,Other UK Airports,GLASGOW,343556,343556,0
2021-11-01,November 2021,Non UK Reporting Airports,GUERNSEY,38396,38396,0
2021-11-01,November 2021,London Area Airports,HEATHROW,3065774,3065774,0
2021-11-01,November 2021,Other UK Airports,HUMBERSIDE,3772,3772,0
2021-11-01,November 2021,Other UK Airports,INVERNESS,40933,40933,0
2021-11-01,November 2021,Other UK Airports,ISLAY,1564,1564,0
2021-11-01,November 2021,Non UK Reporting Airports,ISLE OF MAN,37806,37806,0
2021-11-01,November 2021,Other UK Airports,ISLES OF SCILLY (ST.MARYS),3375,3375,0
2021-11-01,November 2021,Non UK Reporting Airports,JERSEY,72940,72935,5
2021-11-01,November 2021,Other UK Airports,KIRKWALL,8376,7638,738
2021-11-01,November 2021,Other UK Airports,LANDS END (ST JUST),2902,2902,0
2021-11-01,November 2021,Other UK Airports,LEEDS BRADFORD,113069,113069,0
2021-11-01,November 2021,Other UK Airports,LERWICK (TINGWALL),134,134,0
2021-11-01,November 2021,Other UK Airports,LIVERPOOL (JOHN LENNON),160164,160164,0
2021-11-01,November 2021,London Area Airports,LONDON CITY,145990,145990,0
2021-11-01,November 2021,London Area Airports,LUTON,549882,549882,0
2021-11-01,November 2021,Other UK Airports,MANCHESTER,982865,982817,48
2021-11-01,November 2021,Other UK Airports,NEWCASTLE,156061,155977,84
2021-11-01,November 2021,Other UK Airports,NEWQUAY,4790,4790,0
2021-11-01,November 2021,Other UK Airports,NORWICH,13513,13513,0
2021-11-01,November 2021,Other UK Airports,PRESTWICK,13000,13000,0
2021-11-01,November 2021,Other UK Airports,SOUTHAMPTON,35241,35241,0
2021-11-01,November 2021,London Area Airports,SOUTHEND,0,0,0
2021-11-01,November 2021,London Area Airports,STANSTED,1185580,1185580,0
2021-11-01,November 2021,Other UK Airports,STORNOWAY,7262,7160,102
2021-11-01,November 2021,Other UK Airports,SUMBURGH,18242,18227,15
2021-11-01,November 2021,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,6959,6959,0
2021-11-01,November 2021,Other UK Airports,TIREE,640,620,20
2021-12-01,December 2021,Other UK Airports,ABERDEEN,111899,111899,0
2021-12-01,December 2021,Non UK Reporting Airports,ALDERNEY,2864,2864,0
2021-12-01,December 2021,Other UK Airports,BARRA,739,739,0
2021-12-01,December 2021,Other UK Airports,BELFAST CITY (GEORGE BEST),94204,94177,27
2021-12-01,December 2021,Other UK Airports,BELFAST INTERNATIONAL,286645,286645,0
2021-12-01,December 2021,Other UK Airports,BENBECULA,2063,2048,15
2021-12-01,December 2021,Other UK Airports,BIGGIN HILL,226,226,0
2021-12-01,December 2021,Other UK Airports,BIRMINGHAM,340652,340353,299
2021-12-01,December 2021,Other UK Airports,BOURNEMOUTH,19416,19416,0
2021-12-01,December 2021,Other UK Airports,BRISTOL,271791,271693,98
2021-12-01,December 2021,Other UK Airports,CAMPBELTOWN,303,292,11
2021-12-01,December 2021,Other UK Airports,CARDIFF WALES,15485,15390,95
2021-12-01,December 2021,Other UK Airports,CITY OF DERRY (EGLINTON),11341,11341,0
2021-12-01,December 2021,Other UK Airports,DONCASTER SHEFFIELD,40463,40463,0
2021-12-01,December 2021,Other UK Airports,DUNDEE,2266,2266,0
2021-12-01,December 2021,Other UK Airports,EAST MIDLANDS INTERNATIONAL,76359,76359,0
2021-12-01,December 2021,Other UK Airports,EDINBURGH,437102,437102,0
2021-12-01,December 2021,Other UK Airports,EXETER,15099,15099,0
2021-12-01,December 2021,London Area Airports,GATWICK,1036785,1036504,281
2021-12-01,December 2021,Other UK Airports,GLASGOW,278393,278292,101
2021-12-01,December 2021,Non UK Reporting Airports,GUERNSEY,34178,34178,0
2021-12-01,December 2021,London Area Airports,HEATHROW,3121435,3121074,361
2021-12-01,December 2021,Other UK Airports,HUMBERSIDE,4512,4512,0
2021-12-01,December 2021,Other UK Airports,INVERNESS,39159,39159,0
2021-12-01,December 2021,Other UK Airports,ISLAY,1181,1162,19
2021-12-01,December 2021,Non UK Reporting Airports,ISLE OF MAN,35282,35282,0
2021-12-01,December 2021,Other UK Airports,ISLES OF SCILLY (ST.MARYS),2286,2286,0
2021-12-01,December 2021,Non UK Reporting Airports,JERSEY,74742,74679,63
2021-12-01,December 2021,Other UK Airports,KIRKWALL,8416,7791,625
2021-12-01,December 2021,Other UK Airports,LANDS END (ST JUST),2160,2160,0
2021-12-01,December 2021,Other UK Airports,LEEDS BRADFORD,74693,74639,54
2021-12-01,December 2021,Other UK Airports,LERWICK (TINGWALL),138,138,0
2021-12-01,December 2021,Other UK Airports,LIVERPOOL (JOHN LENNON),143914,143914,0
2021-12-01,December 2021,London Area Airports,LONDON CITY,87681,87681,0
2021-12-01,December 2021,London Area Airports,LUTON,595550,595550,0
2021-12-01,December 2021,Other UK Airports,MANCHESTER,907245,906507,738
2021-12-01,December 2021,Other UK Airports,NEWCASTLE,134347,134103,244
2021-12-01,December 2021,Other UK Airports,NEWQUAY,4825,4825,0
2021-12-01,December 2021,Other UK Airports,NORWICH,12232,12232,0
2021-12-01,December 2021,Other UK Airports,PRESTWICK,6899,6899,0
2021-12-01,December 2021,Other UK Airports,SOUTHAMPTON,30940,30940,0
2021-12-01,December 2021,London Area Airports,SOUTHEND,0,0,0
